text,created_at
Makan bergizi gratis yg sesungguhnya. Oke Gas Oke Gas ,Mon Feb 10 11:08:31 +0000 2025
 Lawles burger bar bagii bagi makan nah makan siang GRATIS tuh giniiii,Mon Feb 10 11:07:39 +0000 2025
Yg dpt Makan Siang Gratis siswa kok yg iri malah Satwa ,Mon Feb 10 11:06:46 +0000 2025
@FOODFESS2 Cocok ini untuk menu makan bergizi gratis.,Mon Feb 10 11:06:37 +0000 2025
Pekanbaru Siapkan 30 Dapur Umum untuk Program Makan Siang Gratis ,Mon Feb 10 11:06:14 +0000 2025
@stravenues Saya setuju utang jd aset. Entah itu tol IKN bendungan bandara. Bahkan bandara yg blm ada pengunjungnya pun lebih baik daripada subsidi BBM (jd asap) atau makan siang gratis (jd limbah di WC setelah 8 jam).,Mon Feb 10 10:43:11 +0000 2025
Menteri Koordinator (Menko) Pemberdayaan Masyarakat Muhaimin Iskandar mendorong agar pelaku usaha mikro kecil dan menengah (UMKM) tetap dilibatkan dalam mendukung program makan bergizi gratis (MBG). ,Mon Feb 10 10:42:05 +0000 2025
Presiden RI Jenderal TNI (Purn.) H. Prabowo Subianto telah menginisiasi program ketahanan pangan nasional dan makan bergizi gratis (MBG) melalui program Asta. Polri terus berinovasi untuk meningkatkan kualitas Maksimal Berikan Pelayanan kepada Masyarakat dan #SukseskanAstaCita ,Mon Feb 10 10:41:30 +0000 2025
Makan Bergizi Gratis Untuk Anak Anak Indonesia #mbg #makanbergizigratis #makanbergizi #anak ,Mon Feb 10 10:41:18 +0000 2025
makan siang nya sih gratis makan pagi sama malamnya ini ternyata beneran gak dipikirkan kenapa ga makan malam gratis aja? jadi dari pagi - magrib sekalian puasa siapa tau nambahin pahala orang-orang diatas hehehe,Mon Feb 10 10:40:24 +0000 2025
@PresidenKopi Jangan kasih tau Kepala BGN bisa diusulkan jadi makan siang gratis ,Mon Feb 10 10:39:13 +0000 2025
@tanyarlfes lah klok gue mah lebih dari cukup apalagi dapet makan gratis juga gue 100 buat 1minggu makan ma jajan bisa tu asal jajan yg gopean 1rb 2rb,Mon Feb 10 10:38:30 +0000 2025
Program Makan Bergizi Gratis Dorong Kebiasaan Menabung di Kalangan Pelajar #beritanasional #senin #makanbergizigratis ,Mon Feb 10 09:50:00 +0000 2025
Presiden RI Prabowo Subianto mengecek langsung pelaksanaan program Makan Bergizi Gratis di SDN 1 dan SDN 2 Kedung Jaya 2 Bogor Jawa Barat Senin (10/2) pagi. Kedatangan Prabowo yang mendadak itu disambut antusias oleh warga dan para pelajar di SDN 1 dan SDN 2 Bogor Jawa Barat ,Mon Feb 10 09:48:11 +0000 2025
@blakeborneoo Senyum anak Papua adalah hadiah tak ternilai terima kasih buat program makan bergizi gratis yang telah mewujudkannya,Mon Feb 10 09:47:36 +0000 2025
@prabowo Selain pemangkasan anggaran dan makan gratis apa lagi ya programnya pak. Kirain ganti presiden keadaan berubah...ternyata gini2 saja.,Mon Feb 10 09:45:10 +0000 2025
Kirain makan siang gratis tuh tiap hari sejak dilantik,Mon Feb 10 09:41:59 +0000 2025
Kapolres Bulukumba Hadiri Kegiatan Uji Coba Makan Bergizi Gratis di Desa Bonto Bulaeng. #SukseskanAstaCita ,Mon Feb 10 09:24:42 +0000 2025
Prabowo Tinjau Program Makan Bergizi Gratis di Bogor Cek Langsung Menu Makanan untuk Pelajar ,Mon Feb 10 08:45:00 +0000 2025
@SoundOfYogi Padahal anggaran pendidikan dan kesehatan itu naik tp banyak yg bilang pendidikan dikorbankan demi makan siang gratis ,Mon Feb 10 08:43:47 +0000 2025
Dua Program Prioritas Prabowo Makan Bergizi dan Cek Kesehatan Gratis Resmi Berjalan ,Mon Feb 10 08:41:11 +0000 2025
@miftahrizaq_ @KedaiSabalingga The real makan siang gratis ,Mon Feb 10 08:40:47 +0000 2025
@mifachmi mending makan siang gratis sm joged2,Mon Feb 10 08:40:03 +0000 2025
Besarkan UMKM-mu ambil modal dari pemerintah buat MBG #UMKMSukseskanMBG ,Sun Jan 26 23:59:04 +0000 2025
@kegblgnunfaedh Suruh dia dulu yang makan sebelum direalisasikan untuk MBG dan harusnya para pejabat makan siangnya harus sama dengan MBG bagaimana? Kok makin pada dongok ,Sun Jan 26 23:58:15 +0000 2025
Modal dari pemerintah peluang besar untuk UMKM bersinar di MBG #UMKMSukseskanMBG ,Sun Jan 26 23:58:01 +0000 2025
Pemberdayaan UMKM makin nyata dengan modal pemerintah di acara MBG #UMKMSukseskanMBG ,Sun Jan 26 23:57:52 +0000 2025
Mantapp program MBG terbaik,Sun Jan 26 23:57:49 +0000 2025
Pemerintah akan memberikan modal kepada UMKM yang terlibat dalam program Makan Bergizi Gratis. Pengusaha UMKM yang terlibat MBG ini tidak mendapatkan beban yang besar terkait permodalannya. #DukungPrabowoBerantasKorupsi Coach Shin Kevin Diks #2egin4Cantik ,Sun Jan 26 23:53:44 +0000 2025
@TaliUdeng Waduh bapak ini kok bisa bisanya bilang serangga salah satu menu MBG. Walaupun ada jenis serangga yang bisa menghasilkan protein ya gak gitu juga Pak,Sun Jan 26 23:51:20 +0000 2025
@AliminHerman @03__nakula Petinggi BGN hingga jajaran di atas atasnya hingga puncak wajib mencoba Toh makan telur ikan daging sudah biasa dikonsumsi Yg belum adalah makanan yg akan disarankan oleh BGN Sebagai test mereka wajib mengonsumsi duluan sebelum disajikan di MBG pada siswa,Sun Jan 26 23:43:35 +0000 2025
Pemeritah akan kasih modal nih gaes buat UMKM supaya bisa ikut dalam MBG #UMKMSukseskanMBG ,Sun Jan 26 23:28:46 +0000 2025
@OposisiCerdas Anak anak itu jangan diancam dan ditakuti. Kasihan hidupnya sdh sengsara dimarahin. Mending gak ada MBG jika menerima dimarahin. Yang perlu marah itu ke Pagar Laut Tangerang. Bukan kpd anak anak yg polos dan punya masa depan.,Sun Jan 26 23:26:59 +0000 2025
@abu_waras Yang usul serangga lauk MBG = Mahluk OD ( otak dikit or kurang waras ) . Suruh dia coba mkn lauknya semut rangrang,Sun Jan 26 23:20:02 +0000 2025
Mungkin sebagai permulaan sekolah Jan Ethes bisa dijadikan sekolah pilot project program makan serangga ini karena bapaknya kan Wapres yang selama ini getol koar2 program MBG,Sun Jan 26 23:19:20 +0000 2025
@DrEvaChaniago fufufafa diketawain anak² SMA... harusnya selesai MBG fufufafa diskusi dong dgn anak² SMA.. auto pengawalnya harus beli Pampers buat si fufufafa,Sun Jan 26 23:16:01 +0000 2025
@JhonSitorus_18 Padahal bagusnya MBG itu juga memperhatikan ketersediaan barang dan keadaan sosial kultur masyarakat. Klo memang belalang dan ulat sagu secara medis bergisi melimpah dan sdh sering dikonsumsi di daerah tsbt knp tidak?,Sun Jan 26 23:13:43 +0000 2025
@odoofernandoo Program MBG hadir sebagai solusi cerdas,Sun Jan 26 23:13:36 +0000 2025
Padahal bagusnya MBG itu juga memperhatikan ketersesiaan barang dan keadaan sosial kultur masyarakat. Klo memang belalang dan ulat sagu secara medis bergisi melimpah dan sdh sering dikonsumsi di daerah tsbt knp tidak?,Sun Jan 26 23:12:23 +0000 2025
@OposisiCerdas Silah kan STOP MBG ...drpd anak2 kami harus di beri makan sampah ...,Sun Jan 26 23:11:57 +0000 2025
@JhonSitorus_18 Uji Coba dulu sama Mentri Gizi bersama pejabat2 MBG bung ,Sun Jan 26 23:03:17 +0000 2025
@ArifLabMed @abu_waras Dialihkan ke mbg semua,Sun Jan 26 22:50:24 +0000 2025
@Nurulygkaukenal @Boediantar4 pertama liat dia kaya mewing sigma boy bjir tapi setelah beberapa kali liat ternyata dia gagal fokus karena ada tawon/lebah,Sun Jan 26 22:41:18 +0000 2025
@BANGSAygSUJUD @prabowo @99propaganda @florieliciouss @gtobing2903 @Kimberley_PS08 @IrawanRommi @Ndons_Back @are_inismyname @mas_veel @jatmiko99604253 @satriamadang88 Dimulai dg MBG,Sun Jan 26 22:36:29 +0000 2025
@sofiesyarief Nanti anak sekolah yang mau ngabisin MBG juga dikasih ngelola tambang.,Sun Jan 26 22:31:56 +0000 2025
@kumparan Serangga buat MBG? Dadan Hindayana bilang kalau suka makan belalang kenapa nggak? Daerah punya selera sendiri biar makan gratis jadi lebih #beragam #seru dan #bergizi!,Sun Jan 26 22:29:47 +0000 2025
@kegblgnunfaedh Mbg mbg kontol makan noh tai kuda,Sun Jan 26 22:27:16 +0000 2025
@AlexAleg99 Pokoknya kita dukung statemen kepala BGN agar program MBG bisa berjalan lancar Yo Alex,Sun Jan 26 22:25:46 +0000 2025
@GuruGembull @KzizC iya Pak korban propaganda tapi keknya mendingan jadi korban propaganda daripada jadi korban MBG,Sun Jan 26 22:19:20 +0000 2025
MBG JANGKRIK  via @YouTube ,Sun Jan 26 22:18:34 +0000 2025
ide MBG dgn menu serangga &amp; ulet. knp gk ajuin ikan...?!? otak kurang asupan gizi hny asbun &amp; dongo tanpa penelitian. apakah ulet &amp; serangga jd menu makan yg umum dibanding ikan? ulet &amp; serangga lbh murah &amp; melimpah dibanding ikan air tawar/ternak &amp; laut? ,Sun Jan 26 22:17:47 +0000 2025
@yaniarsim MBG: Mual Bin Geuleuh..,Sun Jan 26 22:12:16 +0000 2025
LLM macam apalagi ini ?,Sun Jan 26 22:06:51 +0000 2025
@OposisiCerdas Buat MBG aja rakyat dipaksa makan ulet &amp; belalang pak. Dipaksa karna nanti kalau ada anak yg ngeluh ngga suka makan ulet dikatain pea sama omded,Sun Jan 26 22:05:47 +0000 2025
@siyasah_aswaja @democrazymedia Hrsnya MBG iku ditekankan ke anak2 didik yg tdk/krg mampu aja shg kualitas gizinya bs di maksimalkan (anak2 sekolah dari keluarga kaya tdk perlu diberi) ..,Sun Jan 26 22:05:44 +0000 2025
@islah_bahrawi @kangmasuno Hizbu tahrir dapet tambang juga kah? Minta proyek MBG juga kah? Berarti yg cuan yg indoktrinasi khilafah &amp; teriak2 terosis dong. Kok bisaaa?,Sun Jan 26 22:04:36 +0000 2025
@mardikengrat @IndoPopBase Kalau kamu blg makan 25 gram aja udah eneg ngapain beli belalang 1 kg? Kalau cuma buat dimakan 10x ngapain gak beli ayam broiler 1 kg 35k aja? Lebih murah sama² bisa buat makan 10x. Kan saya bahas MBG. Simulasi MBG pake beef teriyaki terus saya gak bisa komparasi dgn steak?,Sun Jan 26 21:56:35 +0000 2025
MBG : Makan belalang gratis?,Sun Jan 26 21:38:13 +0000 2025
@prastow drpd ngeluarin biaya lg buat penelitian belalang demi MBG mending biayanya buat masak ayam sampai matang dan gak bikin keracunan yg makan pak,Sun Jan 26 21:37:24 +0000 2025
@CNNIndonesia Smua komentar&amp;saran gak digubris ttp.nekad jln trus..hrsnya kritik.jd bhn evaluasi  trus ada perbaikan.misalnya: MBG drobah bkn Makan Bergizi Gratis tp Makanan Bergizi Gratis.Makanan bsa brupa bbur ayam bbur kacang ijo bbur ketan hitam dsb.,Sun Jan 26 21:21:14 +0000 2025
Yang ngide kayak gini harusnya nyontohin dulu. Suruh dia nguntal itu serangga. Tugaskan dia sidak salah satu agendanya Kaban ikut makan menu MBG dengan lauk serangga. Jgn kasih wkt buat persiapan ntar dia latihan acting.,Sun Jan 26 21:07:58 +0000 2025
@JhonSitorus_18 padahal buzzer makan gratis dl pake foto adek yg makan ulat sagu pake narasi semacam kalian liat ini masih banyak yg butuh makan gratis. Ternyata eh ujung2nya malah MBG jg mau pake ulat sagu. Gaji dan tunjangan gibran aja dipotong 5 taun penuh buat bantu biayain MBG.,Sun Jan 26 21:06:04 +0000 2025
@MamsPunch Ptdrrr,Sun Jan 26 20:40:51 +0000 2025
@atiny_girl22 @GNFI Jgn jd katak dlm tempurung. Hampir di setiap kab di Jawa (aplg luar Jw) msh ada desa yg serupa akses jalan msh tanah/batu bhkn di kampung kakek saya di Jateng listrik baru masuk saat SBY menjabat. Tp gak papa anak² sekolah yg skrg dpt MBG akan membangun &amp; memajukan itu semua.,Sun Jan 26 20:31:29 +0000 2025
I I I I M MBG AVN ..G GIVNG F A ASTROO K KE E,Sun Jan 26 20:24:25 +0000 2025
@MaguyBouGhosn shaklo akhado mena el telephone,Sun Jan 26 19:31:56 +0000 2025
@zay_jes Ini udh bs jd menu mbg ga sih jes,Sun Jan 26 19:30:07 +0000 2025
Lipan singgat belatung dll sebagai komponen Proyek Nasional MBG. Rezim Terjorok sepanjang sejarah RI. ,Sun Jan 26 19:18:39 +0000 2025
@JhonSitorus_18 Ancaman terkena Cancer 10 th kedepan pada anak yg mengkomsumsi MBG jika kendali mutu dan hygiene dari MBG tidak ketat misalnya goreng ayam ikan tempe tahu tidak pakai minyak goreng baru tapi pke minyak jelata.,Sun Jan 26 19:05:19 +0000 2025
@TaliUdeng Artinya belatung pada sawit busuk bs didroping ke dapur MBG ya Cuk?,Sun Jan 26 18:57:04 +0000 2025
@NarasiNewsroom dari awal juga udah kebaca MBG akan menjadi salah satu ladang basah para tikus-tikus untuk memangsa uang rakyat,Sun Jan 26 18:54:32 +0000 2025
@kegblgnunfaedh Sepertinya MBG memang bukan ide yg baik n pas buat dilaksanakan pemerintah n presiden tdk perlu malu buat merevisi dan diganti program lain yg lebih baik dlm pengentasan kemiskinan (buka pabrik dsb mungkin?),Sun Jan 26 18:49:43 +0000 2025
@kegblgnunfaedh Gua ini orang daerah yang dulunya biasa mengkonsumsi serangga. Memang benar proteinnya tinggi dan rasanya juga tergolong enak. Namun perlu digaris bawahi untuk proyek sebesar ini gak realistis kalo harus pake serangga untuk memenuhi protein dalam mbg ini,Sun Jan 26 18:14:51 +0000 2025
lah kemaren kan pendukung sana gembor2 in mbg demi anak yg makan ulat sagu katanya. apa ga malu,Sun Jan 26 18:08:45 +0000 2025
@V3g3L Makin ngaco aja ini sih kalo menurut saya sih mendingan pak @prabowo jujur aja dg rakyat 1. BERHUBUNG DANA YG DIGUNAKAN UTK MBG INI MINIM SEBAIKNYA DIGUNAKAN UTK WILAYAH TERTENTU AJA DL ANGGAP SBG PROGRAM PERCONTOHAN TERUTAMA DI PULAU TERLUAR SETELAH TERLIHAT SUKSES,Sun Jan 26 18:08:28 +0000 2025
@TunerEunseok MBG Owo.,Sun Jan 26 18:03:37 +0000 2025
@kegblgnunfaedh dulu ada video viral anak sd bawa bekel dgn lauk ulet digoreng sama pendukung 02 dengan blg tuh liat masih ada anak yg makannya ulat Pak Prabowo tuh peduli sama anak2 Indoensia makanya diadakan MBG LAH SEKARANG DISURUH MAM SERANGGA LAGI WKWKWKW MAMAMMMMM,Sun Jan 26 18:00:52 +0000 2025
Boycott acaranya di TV KPAI DPR RI Komisi Penyiaran Indonesia TRANS TV TRANS7 iNews RCTI SCTV Indosiar tvOneNews Prabowo Subianto MBG ,Sun Jan 26 17:55:27 +0000 2025
@night_sandi Dukung MBG,Sun Jan 26 17:54:24 +0000 2025
@Akomeng6 Dukung MBG,Sun Jan 26 17:51:12 +0000 2025
@harkatmartabak Dukung MBG,Sun Jan 26 17:42:08 +0000 2025
@Nutri_sar1 Dukung MBG,Sun Jan 26 17:36:24 +0000 2025
@KompasTV Makanan zaman penjajahan ketika pangan tdk ada kalau pun ada sangat mahal. rakyat terpakaa makan belalang &amp; ulat drpd kelaparan. Kini mau disajikan buat anak sekolah lantas buat apa anggaran MBG yg besar kalau cuma menu ulat &amp; belalang.,Sun Jan 26 17:35:04 +0000 2025
Ide kreatif terkadang muncul di tengah berbagai keterbatasan seperti kekurangan dana untuk program MBG. Namun apakah ini ide #kreatif atau #kehabisan ide? ,Sun Jan 26 17:18:27 +0000 2025
@sunnytsani Yo lek suster e mangan beras te opo maneh seng dikekno? Mek e suster iki ambek makanan lokal seng diganti beras dll. Iku dua case yg berbeda. Seng akeh dadi masalah iku koyok MBG atau biasa e TNI memberi makan disana gawe beras/mie/ultraproses food lain lah iku masalahe.,Sun Jan 26 17:18:27 +0000 2025
@CNNIndonesia Yang nangkap serangganya karyawan MBG ?,Sun Jan 26 17:05:24 +0000 2025
@jajajajaarabia @kegblgnunfaedh Kan sy bilang mngkn bwt daerah tertentu itu mknn normal ..Sbnrnya udah bener kalo pndekatan logistik MBG dihitung thd kemampuan masy lokal dlm menyediakan pangannya.. tp ini berita nasional yg mana jenis makanan ini gak normal bwt mayoritas masy.. jd hrs kasi edukasi n,Sun Jan 26 17:05:19 +0000 2025
@kegblgnunfaedh Gw jujur nanya nih asli dah boleh ga sih kalo anak gw skip MBG disekolah nya atau jatah dia dikasih ke yang lain gitu? Anak gw soalny agak ketat soal makan karena dia baru aja sabuk POOM Taekwondo di kelas 4 SD mau disiapin buat Kejurnas U-13 udah dari umur 4 thn mkn sehat,Sun Jan 26 16:54:16 +0000 2025
@islah_bahrawi @01Tmd Bahas2 khilafah 10 tahun. Hasilnya pejabat bisa korupsi hingga ribuan triliun. Tanah dan laut di kuasai oligarki buat negara di dalam negara. Banyak tambang ilegal import ilegal. Pejabat kenyang rakyat dapatnya MBG 10rb pajak naik sembako naik. Pejabat korup lbh berbahaya ,Sun Jan 26 16:50:14 +0000 2025
Electrizen Pemerintah mulai merealisasikan program Makan Bergizi Gratis (MBG). Program ini diluncurkan untuk mendukung salah satu dari delapan misi Asta Cita yaitu memperkuat pembangunan sumber daya manusia (SDM). #PLN #PLNUntukIndonesia #BUMNUntukIndonesia ,Sun Jan 26 16:48:07 +0000 2025
padahal counter pendukung mbg kemaren juga bawa² bocah yg katanya dihina karena bawa bekal ulat sagu eh sekarang malah mau dijadiin menu. lagian bikin program kek asbun banget ga direncanain dulu sampe mateng ,Sun Jan 26 16:29:37 +0000 2025
@officialinews_ @kegblgnunfaedh Menu MBG berikutnya adalah belalang asam manis dan semur ulat sagu. Silakan anak-anak dinikmati yaaa.,Sun Jan 26 16:27:49 +0000 2025
@TaliUdeng Ari masyarakat dibere simeut mahtong teuing aya program mbg atuh,Sun Jan 26 16:27:06 +0000 2025
@kegblgnunfaedh Menu MBG berikutnya adalah belalang asam manis dan semur ulat sagu. Silakan anak-anak dinikmati yaaa.,Sun Jan 26 16:26:51 +0000 2025
Hrusnya mamnya dikasi mbg,Sun Jan 26 16:22:23 +0000 2025
@TOM5helby Kirain foto uji coba MBG pantes kok ga kaya d foto2 yg beredar,Sun Jan 26 16:20:49 +0000 2025
@EJat3010 @kegblgnunfaedh Terus menurutmu apa solusi agar MBG dapat menjangkau sekolah di pelosok contohnya Papua Pegunungan? Di sana sulit sekali akses komoditas pangan umum. Kalaupun ada biaya logistik pasti mahal. Ujung nya APBN membengkak.,Sun Jan 26 16:14:42 +0000 2025
Kepala Badan Gizi Nasional (BGN) Dadan Hindayana menyampaikan bahwa serangga bisa masuk ke menu program Makan Bergizi Gratis (MBG) dalam rangka menyesuaikan potensi sumber daya yang ada di setiap daerah. ,Sun Jan 26 16:14:33 +0000 2025
Lebih amajing nya lagi malah ada yg usul MBG nya pake serangga sebagai lauk.. Mau d maki apalagi coba?,Sun Jan 26 16:14:01 +0000 2025
Blunder! Kepala Badan Gizi Nasional Wacanakan Serangga dan Ulat Jadi Menu MBG Netizen: Pejabat Makan Duluan! ,Sun Jan 26 16:13:49 +0000 2025
Boleh aja sih Pak yg penting mulai dari yg bikin program sampe ke bawahnya ikut MBG makan serangga juga ya. Jangan rapat pakai sushi/prasmanan mewah terus. Harus ikut merasakan donk. Baru namanya pemimpin yg baik. Btw skrg masih makan serangga gak Pak?,Sun Jan 26 16:13:42 +0000 2025
@CNNIndonesia Tak ada ayam serangga pun ok... lama2 cacingpun masuk dlm program MBG... miriiisssssss,Sun Jan 26 16:12:31 +0000 2025
Itu coba MBG nya kae konsumsi meeting ini.. lebih baik konsumsinya di jadikan MBG karena lebih membutuhkan mereka. Lha daripada buat konsumsi rapat. Ada hasil kagak pajaknya nambah terus,Sun Jan 26 16:12:20 +0000 2025
Coba dibaca dulu artikelnya 1. Bisa jadi alternatif makanan 2. Di sejumlah daerah tertentu Tapi ya memang program MBG ini sebaiknya tidak ada dari awal,Sun Jan 26 16:09:12 +0000 2025
@Lembayung071 @prabowo @gibran_tweet Coba sekali2 si Jan ethes disuruh makan MBG di SD mana gitu.... Doyan nggak?,Sun Jan 26 16:08:03 +0000 2025
@binblancos Mungkin dia harus menjadi salah satu penerima MBG.,Sun Jan 26 16:06:48 +0000 2025
@kegblgnunfaedh Meski benar proteinnya tinggi.. tp kategorinya bukan makanan normal. Mngkn bwt daerah tertentu itu makanan normal tp mnrt sy umumnya bnyk daerah melihat itu makanan yg normal... kalo emang mau terapin ke MBG coba bapak n dinas bapak terapin dl sendiri di kantor selama 1 bulan ,Sun Jan 26 16:05:37 +0000 2025
Usul Bah... BEKICOT sekalian utk MBG biar anak2 makin lelet berpikir...,Sun Jan 26 16:04:17 +0000 2025
@dahmaembelum Mbg cp ki,Sun Jan 26 16:02:31 +0000 2025
@KompasTV MBG : niat mulia tetapi mempunyai konsekwensi jangka panjang hilangnya bonding emak2 dengan anaknya karena emak2lah yang tau selera makan tiap anak. Kini proses masak untuk anak dicoba dihilangkan dengan MBG.,Sun Jan 26 16:02:26 +0000 2025
@ativonmi iyah gajelas bgt aseli. mana org bgn kalau diundang ngo buat jd narsum gapernah dateng. cara berpikirnya prbw emg selalu sesuatu yg besar kayak swasembada pangan gt yah dan kek mbg ini.,Sun Jan 26 16:00:58 +0000 2025
@ferryGreen3 @ProfOnline_id Ya itu sebenarnya udah dijaga sama Allah melalui hamba Nya,Sun Jan 26 15:54:16 +0000 2025
@chauffeur243 @Observateur_X Sauf ngai on dirait...,Sun Jan 26 15:51:25 +0000 2025
@ativonmi doi tuh sebenernya orang proteksi tanaman di ipb wkwkwk. gw tuh mikir kalau soal serangga kayaknya mereka mikir 'pangan lokal' untuk di daerah tertentu. tp mereka nih emg bodoh aja sih ga dari awal dan ga menyusun mekanisme mbg dengan pangan lokal ,Sun Jan 26 15:50:16 +0000 2025
@kegblgnunfaedh sbenernya gampang pak wowo ngom9ng minta maaf sama rakyat doal janji kampanye soal mbg blum bisa di penuhi krna duit nya gak ada...mgkin rakyat bisa menerima.... lagian sok gegayaan udah negara miskin sok gegayaan bikin janji mbg tanpa melihat isi kantong... miskin belagu ,Sun Jan 26 15:47:12 +0000 2025
@sbmptnfess Ku spill lgi Di ITS ga perlu takut klaparan Apalagi pas puasa gausa kluarin sepeserpun untuk sahur+buka slama sebulan full krna bkal dpt gratis mam enaq dri ITS (manarul ika-its). Testi pribadi Makanannya ga akan sad food kaya mbg prabowo Blm lagi kl km hunting di luar ITS,Sun Jan 26 15:03:24 +0000 2025
@vlanvlang kl gua ketawa gua dikasi MBG ga...,Sun Jan 26 15:02:13 +0000 2025
Banyak penelitian bilang ulat sagu bergizi nih Teman Baik pada setuju ga kalau ulat sagu dijadiin lauk MBG?,Sun Jan 26 15:01:13 +0000 2025
jangan terharu kalau lihat anak-anak yang dapat MBG harus nyisain makanan atau gak makan makanannya samsek dengan alasan untuk keluarga di rumah plis lah itu justru menyedihkan,Sun Jan 26 15:01:00 +0000 2025
Lha mbg yang melibatkan ayam bakar wong solo dan anak usaha sritex itu g ambil untung ya? Alasan Kepala BGN Tidak Libatkan Katering Dalam Pembuatan Makan Bergizi Gratis  Install aplikasi kumparan baca lebih nyaman tanpa iklan ,Sun Jan 26 14:59:57 +0000 2025
TB Hasanuddin Nilai Ujaran Deddy Corbuzier soal MBG Masuk Kategori Pelanggaran Hukum Disiplin Militer. Deddy Corbuzier dapat dikenakan Hukum Disiplin Militer bahkan berlaku padanya Hukum Pidana Militer karena statusnya TNI aktif (tituler)  @tribunnews ,Sun Jan 26 14:59:53 +0000 2025
@sbmptnfess Di ITS ga perlu takut kelaparan Apalagi pas puasa gausa kluarin sepeserpun untuk sahur+buka slama sebulan full krna bkal dpt gratis mam enaq dri ITS (manarul ika-its). Testi pribadi Makanannya ga akan sad food kaya mbg prabowo Blm lagi kl km hunting di luar ITS,Sun Jan 26 14:58:30 +0000 2025
pas awal MBG perasaan ada deh narasi yang bilang bayangin perasaan adek yang bekalnya ulat sagu see? makan tai aja lo.,Sun Jan 26 14:55:00 +0000 2025
@reno_alfatih @yus13rizal @Paidjo2018 @C_D3pp @AraituLaki @PelatihT1dur @JaenoXTM @Mantan_Ajja @_doncorleone78 @CocoAgain98 @gindo_kopi @WongAlasRoban @Khal1sh_Q @AlexAleg99 @SasiKiron0 @V3g3L @cobeh2022 @panglima_z @6undul0h @BankIpuuul @_jacobson91 Lha Saiki ono usul MBG menggunakan serangga oog Piye jaaal,Sun Jan 26 14:52:59 +0000 2025
@OggyZilly43173 @kompascom @tribunnews MBG mantap,Sun Jan 26 14:51:24 +0000 2025
@kegblgnunfaedh yauda sih kalau belum bisa MBG gausa maksain:') maksudku apa mereka kalau di posisi anak sekolah ya mau makan? lagian kenapa skrg harga bahan pokok mahal si,Sun Jan 26 14:47:22 +0000 2025
Agar keuntungan vendor terjaga maka dibuka lah opsi ngasih makanan serangga dan ulat kepada siswa-siswi penerima program MBG,Sun Jan 26 14:46:42 +0000 2025
@kegblgnunfaedh Cik atuh nya ... Cing karunya atuh pa ka barudak daerah peupeuriheun sapopoe na kudu nuang ulat sagu cik atuh maenya weh na menu MBG kudu ku ulat sagu deui mah ni asa kacida teuing. Rajeun proteina tinggi oge ... Jiga nu daek wae maranehna di bere menu ulat sagu.,Sun Jan 26 14:46:07 +0000 2025
@CNNIndonesia anak saya sudah kenyang dari rumah ga perlu mbg lagi,Sun Jan 26 14:41:26 +0000 2025
Adabnya Coreng Nama TNI Deddy Corbuzier Bisa Dijerat Hukum Militer Imbas Damprat Anak-anak Penerima MBG ,Sun Jan 26 14:41:00 +0000 2025
@IndoPopBase Wkwk blio memang dosen entomology.. utk sekelas blio harusnya udh sring mkn serangga. Tp klo ngasi insect utuh di mbg pun tdk make sense yh pak kecuali di ekstrak atau semacamnya jd ga kliatan si belalang dan ulet an itu scr utuh..,Sun Jan 26 14:38:05 +0000 2025
@kegblgnunfaedh lah goblok katanya MBG ada karena kasian liat anak kecil makan ulat sagu terus sekarang malah disuruh makan serangga lagi GOBLOKKKK,Sun Jan 26 14:34:57 +0000 2025
entah kenapa gue setuju. biarin semua government-offender yg selalu ngaitin anak bawa ulat sebagai bekel untuk membela program MBG yg bobrok dan mereka liat sendiri pejabat aja mau ngasih ulat buat MBG.,Sun Jan 26 14:34:17 +0000 2025
@JhonSitorus_18 Jujur waktu kecil gw sering banget makan ular sagu ini karena memang gizinya sangat bagus... Tapi gak usah dijadikan menu MBG juga kalee Karena gw yakin gak semua orang apa lagi anak anak jaman now bisa memakannya... Gw 6 bersaudara ygbisa makan ulat sagu ini cuma gw sendiri.,Sun Jan 26 14:18:16 +0000 2025
Kepala Badan Gizi Nasional Dadan Hindayana menyatakan bahwa serangga dapat menjadi bagian dari menu program Makan Bergizi Gratis (MBG) sesuai dengan potensi sumber daya di tiap daerah. Baca disini  #LawJustice #News #MakanBergiziGratis #MBG #Gizi #BGN ,Sun Jan 26 14:18:14 +0000 2025
@abu_waras Para menteri dan pengelola mbg harus kasih contoh dulu cara makan serangga,Sun Jan 26 14:16:56 +0000 2025
@batagorFKRDN @gibran_tweet mahasiswa uns dapet mbg nggak mas?,Sun Jan 26 14:14:32 +0000 2025
@aniesbaswedan @JayaSupranaShow Tadi diskusi di wag tentang om botak yang melempar wacana agar MBG bisa diganti serangga. ,Sun Jan 26 14:13:47 +0000 2025
@batagorFKRDN dapet mbg?,Sun Jan 26 14:13:35 +0000 2025
@batagorFKRDN bilang aja mas gibran sering ke solo mahasiswa dapet mbg,Sun Jan 26 14:13:22 +0000 2025
@kompascom Smua pejabat tak terkecuali potong gajinya buat MBG mantap nih,Sun Jan 26 14:12:09 +0000 2025
